C38155|recurrent-disease
C84740|goldenhar-syndrome
C34649|goodpasture-syndrome
C84741|gray-platelet-syndrome
C111814|griscelli-syndrome-type-2
C84750|hellp-syndrome
C84745|hajdu-cheney-syndrome
C84746|hallermann-syndrome
C84747|hantavirus-pulmonary-syndrome
C126559|hard-skin-syndrome-parana-type
C37261|hermansky-pudlak-syndrome
C117273|heterotaxy-syndrome
C34357|holmes-adie-syndrome
C125592|holt-oram-syndrome
C129029|hyperornithinemia-hyperammonemia-homocitrullinuria-syndrome
C133727|hypoparathyroidism-retardation-dysmorphism-syndrome
C84792|iridocorneal-endothelial-syndrome
C123814|jackson-weiss-syndrome
C75457|jacobsen-syndrome
C84794|jeune-syndrome
C75483|juvenile-x-linked-retinoschisis
C125711|kshv-inflammatory-cytokine-syndrome
C124837|kabuki-syndrome
C84797|kartagener-syndrome
C84798|kearns-sayre-syndrome
C98967|klippel-feil-syndrome
C84801|klippel-trenaunay-weber-syndrome
C84802|kluver-bucy-syndrome
C84803|korsakoff-syndrome
C84820|leopard-syndrome
C122657|lig4-syndrome
C84806|landau-kleffner-syndrome
C84807|lateral-medullary-syndrome
C84816|lennox-gastaut-syndrome
C61255|lesch-nyhan-syndrome
C84827|liddle-syndrome
C84885|melas-syndrome
C98982|mmih-syndrome
C84869|malignant-hyperthermia-syndrome
C84881|mallory-weiss-syndrome
C128115|marshall-syndrome
C131646|may-hegglin-anomaly
C124853|mayer-rokitansky-kuster-hauser-syndrome
C98978|meckel-gruber-syndrome
C84886|melkersson-rosenthal-syndrome
C75486|menkes-disease
C84893|mobius-syndrome
C74999|mowat-wilson-syndrome
C84904|muenke-syndrome
C84906|mulibrey-nanism
C123437|multicentric-osteolysis-nodulosis-and-arthropathy
C123815|myhre-syndrome
C84889|myoclonic-epilepsy-associated-with-ragged-red-fibers
C75120|nail-patella-syndrome
C84917|nelson-syndrome
C84940|oculocerebrorenal-syndrome
C124838|orofacial-cleft-1
C75481|orofaciodigital-syndrome-type-1
C124841|orofaciodigital-syndrome-type-6
C118845|otopalatodigital-syndrome-type-1
C84987|pallister-hall-syndrome
C75458|pallister-killian-syndrome
C84992|papillon-lefevre-syndrome
C115326|pearson-marrow-pancreas-syndrome
C123436|peters-plus-syndrome
C124839|pettigrew-syndrome
C85010|pierre-robin-syndrome
C85012|piriformis-muscle-syndrome
C85016|plummer-vinson-syndrome
C85017|poland-syndrome
C118786|popliteal-pterygium-syndrome
C124846|potocki-lupski-syndrome
C75456|potocki-shaffer-syndrome
C34951|progeria
C85028|progressive-supranuclear-palsy
C85033|prune-belly-syndrome
C125418|pseudotrisomy-13-syndrome
C99038|radial-aplasia-thrombocytopenia-syndrome
C75488|rett-syndrome
C75015|rieger-syndrome-type-1
C126326|roberts-syndrome
C85048|robinow-syndrome
C85068|russell-silver-syndrome
C85174|sunct-syndrome
C129308|schinzel-giedion-midface-retraction-syndrome
C85056|scimitar-syndrome
C85062|sea-blue-histiocyte-syndrome
C131650|sebastian-syndrome
C125488|seckel-syndrome
C85073|selective-antibody-deficiency-with-normal-immunoglobulins
C85063|septo-optic-dysplasia
C124840|shprintzen-goldberg-craniosynostosis-syndrome
C85066|shy-drager-syndrome
C85070|sjogren-larsson-syndrome
C85071|smith-lemli-opitz-syndrome
C75469|smith-magenis-syndrome
C75019|sotos-syndrome
C85077|staphylococcal-scalded-skin-syndrome
C85170|stiff-person-syndrome
C85175|superior-mesenteric-artery-syndrome
C85177|sweet-syndrome
C85178|swyer-james-syndrome
C85188|thoracic-outlet-syndrome
C85193|tolosa-hunt-syndrome
C40553|tooth-and-nail-syndrome
C75018|treacher-collins-syndrome
C75109|trichorhinophalangeal-syndrome-type-i
C75118|trichorhinophalangeal-syndrome-type-ii
C85204|triploidy-syndrome
C85218|uveomeningoencephalitic-syndrome
C74986|van-der-woude-syndrome
C85225|waterhouse-friderichsen-syndrome
C125599|weaver-syndrome
C85226|weill-marchesani-syndrome
C84788|west-syndrome
C85232|williams-syndrome
C35133|wolfram-syndrome
C85236|xxxy-and-xxxxy-syndrome
C85238|yellow-nail-syndrome
C98699|5-alpha-steroid-reductase-2-deficiency
C84524|5-10-methylenetetrahydrofolate-reductase-deficiency
C84525|abetalipoproteinemia
C84526|acatalasemia
C84528|achromatopsia
C84532|acrodermatitis
C128802|acrodermatitis-enteropathica
C136464|acrodysostosis-1
C133887|acute-hepatic-porphyria
C84536|acute-intermittent-porphyria
C84539|acyl-coa-dehydrogenase-short-chain-deficiency
C121564|adenine-phosphoribosyltransferase-deficiency
C84540|adiposis-dolorosa
C84542|agnosia
C84544|ainhum
C84546|alkaptonuria
C119677|alpha-methylacyl-coa-racemase-deficiency
C84550|amaurosis-fugax
C124851|analbuminemia
C84560|anencephaly
C84562|anhidrotic-ectodermal-dysplasia-1
C84563|aniridia
C98815|antithrombin-iii-deficiency
C84567|aortic-coarctation
C98824|aprosencephaly
C84568|argininemia
C84569|argininosuccinic-aciduria
C84570|arnold-chiari-malformation
C84571|arrhythmogenic-right-ventricular-dysplasia
C142085|aromatic-l-amino-acid-decarboxylase-deficiency
C132224|ataxia-telangiectasia-like-disorder-1
C84574|atrophic-muscular-disorder
C125693|atransferrinemia
C84576|autoimmune-polyendocrinopathy-syndrome
C84577|autosomal-dominant-optic-atrophy
C84580|autosomal-recessive-hypohidrotic-ectodermal-dysplasia
C84594|berardinelli-seip-congenital-lipodystrophy
C84597|beta-methylcrotonylglycinuria
C84598|biotinidase-deficiency
C142084|bleeding-disorder-platelet-type-17
C132290|carbonic-anhydrase-i-deficiency
C132196|carboxypeptidase-n-deficiency
C114766|carnitine-palmitoyltransferase-ii-deficiency
C98871|carnitine-palmitoyltransferase-i-deficiency
C133086|carnitine-acylcarnitine-translocase-deficiency
C125661|carnosinemia
C84619|caroli-disease
C84618|cataplexy
C84628|cerebrotendinous-xanthomatosis
C84631|chilblains
C84633|chorea
C34469|choroideremia
C142083|coenzyme-q10-deficiency
C126558|combined-lipase-deficiency
C115207|congenital-amegakaryocytic-thrombocytopenia
C129303|congenital-bilateral-aplasia-of-the-vas-deferens
C84645|congenital-cortical-hyperostosis
C126746|congenital-disorder-of-deglycosylation
C84646|congenital-dyserythropoietic-anemia
C120046|congenital-fiber-type-disproportion
C118633|congenital-insensitivity-to-pain-with-anhidrosis
C125386|congenital-pain-insensitivity
C132080|congenital-pseudarthrosis-of-tibia
C84650|connexin-26-gene-anomaly
C84651|cor-triatriatum
C129305|cranioectodermal-dysplasia
C84653|craniofacial-dysostosis
C84655|craniosynostosis
C84663|cutis-laxa
C129070|cystathioninuria
C98910|cytochrome-c-oxidase-deficiency
C84664|cystinuria
C119676|d-bifunctional-protein-deficiency
C128804|d-glyceric-aciduria
C84665|darier-disease
C129022|deafness-autosomal-recessive-1a
C129023|deafness-autosomal-recessive-28
C129874|deafness-autosomal-recessive-39
C122653|dentatorubral-pallidoluysian-atrophy
C129024|deafness-autosomal-recessive-49
C84669|dextrocardia
C84671|diffuse-idiopathic-skeletal-hyperostosis
C84667|dentinogenesis-imperfecta
C84672|dihydropyrimidine-dehydrogenase-deficiency
C121946|drug--and-toxin-induced-pulmonary-arterial-hypertension
C118435|dyschromatosis-symmetrica-hereditaria
C84681|ebstein-anomaly
C131811|eiken-type-chondrodysplasia
C84687|encephalocele
C84696|erythrokeratodermia-variabilis
C84697|erythropoietic-porphyria
C84698|erythropoietic-protoporphyria
C98573|factor-v-leiden
C84707|familial-mediterranean-fever
C84708|familial-partial-lipodystrophy
C84706|familial-dysautonomia
C84710|farber-lipogranulomatosis
C84709|familial-periodic-paralysis
C129071|fetal-akinesia-deformation-sequence
C84714|fibromuscular-dysplasia
C84715|focal-dermal-hypoplasia
C84716|fox-fordyce-disease
C84718|friedreich-ataxia
C129028|frontonasal-dysplasia
C84721|fuchs-endothelial-dystrophy
C141442|gtp-cyclohydrolase-i-deficiency
C84724|gastric-antral-vascular-ectasia
C34852|gangrenous-stomatitis
C84726|genu-varum
C128805|generalized-arterial-calcification-of-infancy-1
C84727|gerstmann-straussler-scheinker-disease
C84725|gastroschisis
C84728|giant-axonal-neuropathy
C61249|glanzmann-thrombasthenia
C98933|glucose-6-phosphate-dehydrogenase-deficiency
C99101|glutaric-acidemia-type-1
C84937|glycine-encephalopathy
C84743|gynatresia
C3444|granulomatosis-with-polyangiitis
C84744|gyrate-atrophy
C84523|hmg-coa-lyase-deficiency
C84748|hartnup-disease
C84753|hemorrhagic-fever-with-renal-syndrome
C84756|hepatolenticular-degeneration
C84759|hereditary-coproporphyria
C84720|hereditary-fructose-intolerance
C84761|hereditary-hyperbilirubinemia
C84656|crigler-najjar-syndrome
C84729|gilbert-syndrome
C84760|hereditary-mucosal-leukokeratosis
C98944|hereditary-orotic-aciduria
C129072|hereditary-persistence-of-fetal-hemoglobin
C121945|heritable-pulmonary-arterial-hypertension
C98946|high-molecular-weight-kininogen-deficiency
C98842|holocarboxylase-synthetase-deficiency
C99247|neonatal-holocarboxylase-synthetase-deficiency
C84766|hydroa-vacciniforme
C27562|hyaline-membrane-syndrome
C84768|hymenolepiasis
C124845|hyperglycerolemia
C123429|hyperkalemic-periodic-paralysis
C123433|hyperlysinemia
C125593|hyperpipecolatemia
C84774|hypoalphalipoproteinemia
C118844|hypohidrotic-ectodermal-dysplasia-with-immune-deficiency
C84775|hypokalemic-periodic-paralysis
C129973|idiopathic-basal-ganglia-calcification-1
C84780|idiopathic-cd4-positive-t-lymphocytopenia
C129074|immunodeficiency-with-hyper-igm-type-2
C123434|immunoglobulin-a-deficiency-1
C84784|imperforate-anus
C123639|imperforate-vagina
C84787|incontinentia-pigmenti
C84927|infantile-neuroaxonal-dystrophy
C129974|inosine-triphosphatase-deficiency
C129975|isobutyryl-coa-dehydrogenase-deficiency
C84793|jervell-and-lange-nielsen-syndrome
C26867|kimura-disease
C129976|kleefstra-syndrome
C125594|kniest-dysplasia
C84804|lafora-disease
C129075|leber-congenital-amaurosis
C84808|leber-hereditary-optic-atrophy
C84813|lecithin-acyltransferase-deficiency
C84824|leprosy
C84814|leigh-disease
C84825|leptospirosis
C126560|leri-weill-dyschondrosteosis
C111647|levocardia
C84829|lipoid-proteinosis-of-urbach-and-wiethe
C129929|long-chain-3-hydroxyacyl-coa-dehydrogenase-deficiency
C84537|long-chain-acyl-coa-dehydrogenase-deficiency
C121563|lysinuric-protein-intolerance
C129930|masa-syndrome
C84830|machado-joseph-disease
C84833|malakoplakia
C84834|malformations-of-cortical-development
C84835|malignant-atrophic-papulosis
C123417|mandibuloacral-dysplasia-with-type-a-lipodystrophy
C84882|mansonelliasis
C84883|marburg-virus-disease
C84538|medium-chain-acyl-coa-dehydrogenase-deficiency
C84795|meesmann-corneal-dystrophy
C84887|melorheostosis
C141424|mental-retardation-autosomal-dominant-1
C84888|meningeal-tuberculosis
C133742|mental-retardation-autosomal-dominant-9
C133729|mental-retardation-x-linked-1
C129931|mental-retardation-x-linked-102
C131868|metaphyseal-chondrodysplasia-jansen-type
C123435|methionine-adenosyltransferase-deficiency
C84890|mevalonate-kinase-deficiency
C129306|microcephaly-and-chorioretinopathy-autosomal-recessive-type-1
C125387|migrating-partial-seizures-in-infancy
C129977|mitochondrial-dna-depletion-syndrome-12
C119678|mitochondrial-neurogastrointestingal-encephalopathy
C98991|mitochondrial-trifunctional-protein-deficiency
C84892|mixed-connective-tissue-disease
C129076|molybdenum-cofactor-deficiency
C84894|monilethrix
C84895|moyamoya-disease
C129978|mucolipidosis-type-iii-gamma
C101215|mullerian-inhibiting-factor-deficiency
C84907|multiple-acyl-coa-dehydrogenase-deficiency
C84911|myokymia
C129307|n-acetylglutamate-synthase-deficiency
C98994|nadh-dehydrogenase-deficiency
C121565|neonatal-progeroid-syndrome
C84918|nephrocalcinosis
C84920|nephrogenic-fibrosing-dermopathy
C84926|neuroacanthocytosis
C84932|neurocysticercosis
C84934|neuromyelitis-optica
C122655|neuronal-intranuclear-inclusion-disease
C125388|neuropathy-hereditary-sensory-and-autonomic-type-vii
C27961|neurotoxicity-syndrome
C84561|non-trisomic-autosomal-aneuploidy
C118634|norrie-syndrome
C99142|oeis-complex
C84938|ochronosis
C84947|olivopontocerebellar-atrophy
C84950,C118711|optic-neuropathy
C84975|ossification-of-posterior-longitudinal-ligament
C118438|osteopetrosis-with-renal-tubular-acidosis
C84985|osteopoikilosis
C84986|pachyonychia-congenita
C125664|pain-agnosia
C129030|pancreatic-lipase-deficiency
C84988|pantothenate-kinase-associated-neurodegeneration
C84989|panuveitis
C84995|paragonimiasis
C125385|paroxysmal-extreme-pain-disorder
C85002|pelger-huet-anomaly
C75487|pelizaeus-merzbacher-disease
C85003|pemphigoid-gestationis
C99011|pentalogy-of-cantrell
C85004|peritoneal-panniculitis
C85006|persistent-fetal-circulation
C34766|perthes-disease
C99015|phosphoenolpyruvate-carboxykinase-deficiency
C85008|picks-disease
C85009|piebaldism
C85011|pinta
C85014|pityriasis-rubra-pilaris
C85015|plague
C131648|plasma-kallikrein-deficiency
C85019|porokeratosis
C99022|prekallikrein-deficiency
C98864|primary-carnitine-deficiency
C85023|primary-hypertrophic-osteoarthropathy
C129933|primary-lateral-sclerosis
C85026|progressive-bulbar-palsy
C133724|brown-vialetto-van-laere-syndrome-1
C85027|progressive-muscular-atrophy
C85029|prolidase-deficiency
C85031|prosopagnosia
C85032|proteus-syndrome
C118635|pseudoachondroplasia
C124575|pseudohermaphroditism
C85035|pseudotumor-cerebri
C85036|pseudoxanthoma-elasticum
C85037|pulmonary-alveolar-proteinosis
C85040|pyruvate-carboxylase-deficiency
C103968|pyruvate-dehydrogenase-deficiency
C85046|retinoschisis
C121675|rhizomelic-dysplasia
C135087|schimke-immunoosseous-dysplasia
C85057|scleredema-adultorum
C85061|scleromyxedema
C131133|sclerosteosis
C118787|simpson-golabi-behmel-syndrome-type-1
C125694|sitosterolemia
C85072|spasmodic-torticollis
C85233|spinal-and-bulbar-muscular-atrophy-x-linked-1
C125419|spondyloepimetaphyseal-dysplasia-with-joint-laxity-type-2
C129031|spondyloepimetaphyseal-dysplasia-sponastrime-type
C135088|spondyloperipheral-dysplasia
C85078|stargardt-disease
C85079|status-epilepticus
C118636|stiff-skin-syndrome
C85171|subacute-sclerosing-panencephalitis
C111854|sudden-unexplained-death-in-childhood
C111853|sudden-unexplained-infant-death
C85181|takotsubo-cardiomyopathy
C85182|tangier-disease
C85184|tay-sachs-disease
C129035|thrombocytopenia-2
C85190|thyroid-dysgenesis
C85191|thyroid-hormone-resistance-syndrome
C131651|tissue-kallikrein-deficiency
C85192|togaviridae-infection
C85195|tracheobronchomalacia
C85196|tracheobronchomegaly
C142806|transcobalamin-ii-deficiency
C85198|transient-global-amnesia
C85199|trichinosis
C85203|trigger-finger-disorder
C116319|trisomy-14-mosaicism
C85207|true-hermaphroditism
C85215|uniparental-disomy
C75462|angelman-syndrome
C75463|prader-willi-syndrome
C85219|variegate-porphyria
C98647|very-long-chain-acyl-coa-dehydrogenase-deficiency
C118788|vitelliform-macular-dystrophy
C85223|wallerian-degeneration
C85224|wandering-spleen
C85228|whipple-disease
C125665|x-linked-creatine-transporter-deficiency
C85234|x-linked-dominant-hypophosphatemic-rickets
C34503|xerophthalmia
C34348|acrocephalosyndactyly
C99099|type-i-acrocephalosyndactyly
C98873|type-ii-acrocephalopolysyndactyly
C75034|type-iii-acrocephalosyndactyly
C99100|type-v-acrocephalosyndactyly
C118434|albrights-hereditary-osteodystrophy
C129721|albright-hereditary-osteodystrophy-with-multiple-hormone-resistance
C129722|albright-hereditary-osteodystrophy-without-multiple-hormone-resistance
C84615|carbohydrate-deficient-glycoprotein-syndrome
C126868|congenital-disorder-of-glycosylation-type-ia
C126869|congenital-disorder-of-glycosylation-type-ic
C126870|congenital-disorder-of-glycosylation-type-id
C126871|congenital-disorder-of-glycosylation-type-ie
C126872|congenital-disorder-of-glycosylation-type-if
C126873|congenital-disorder-of-glycosylation-type-ig
C126874|congenital-disorder-of-glycosylation-type-ij
C84647|congenital-myasthenic-syndrome
C129304|congenital-myasthenic-syndrome-5
C132292|presynaptic-congenital-myasthenic-syndrome-6
C75016|cornelia-de-lange-syndrome
C75485|x-linked-cornelia-de-lange-syndrome
C84683|ectodermal-dysplasia
C122656|cleft-lippalate-ectodermal-dysplasia-syndrome
C75000|ectrodactyly
C75045|split-handfoot-malformation-type-1
C75121|split-handfoot-malformation-type-3
C75002|split-handfoot-malformation-type-5
C74988|holoprosencephaly
C75476|holoprosencephaly-type-1
C74995|holoprosencephaly-type-2
C75475|holoprosencephaly-type-4
C75460|holoprosencephaly-type-5
C74996|joubert-syndrome
C74997|joubert-syndrome-type-4
C75006|loeys-dietz-syndrome
C75119|loeys-dietz-syndrome-type-1
C114768|loeys-dietz-syndrome-type-2
C34807|marfan-syndrome
C75007|marfan-syndrome-type-ii
C85065|short-rib-polydactyly-syndrome
C122654|short-rib-thoracic-dysplasia-6-with-or-without-polydactyly
C74984|stickler-syndrome
C74985|stickler-syndrome-type-2
C75003|synpolydactyly
C75005|synpolydactyly-1
C85217|usher-syndrome
C126327|usher-syndrome-type-1
C126328|usher-syndrome-type-2
C126329|usher-syndrome-type-3
C84527|achondrogenesis
C3816|type-ii-achondrogenesis
C84543|albinism
C118785|ocular-albinism-type-1
C84941|oculocutaneous-albinism
C84572|arthrogryposis
C98931|freeman-sheldon-syndrome
C129865|congenital-contractural-arachnodactyly
C84575|auditory-perceptual-disorder
C116366|hyperacusis
C34907|benign-mucous-membrane-pemphigoid
C84939|ocular-cicatricial-pemphigoid
C84609|campomelic-dysplasia
C120205|acampomelic-campomelic-dysplasia
C84632|chondrodysplasia-punctata
C85047|rhizomelic-chondrodysplasia-punctata
C84648|congenital-structural-myopathy
C126689|centronuclear-myopathy-1
C101328|mitochondrial-myopathy
C118781|x-linked-centronuclear-myopathy
C67383|epidermolysis-bullosa
C84690|epidermolysis-bullosa-acquisita
C84691|epidermolysis-bullosa-dystrophica
C84692|epidermolysis-bullosa-simplex
C90598|junctional-epidermolysis-bullosa
C34593|erythromelalgia
C125383|primary-erythromelalgia
C84773|familial-hypertrophic-cardiomyopathy
C142892|familial-hypertrophic-cardiomyopathy-type-2
C133725|familial-hypertrophic-cardiomyopathy-type-4
C34792|hemophagocytic-lymphohistiocytosis
C61276|familial-hemophagocytic-lymphohistiocytosis
C121184|secondary-hemophagocytic-lymphohistiocytosis
C84481|hemochromatosis
C84764|hfe-associated-hereditary-hemochromatosis
C84758|hereditary-angioedema
C84757|hereditary-angioedema-types-i-and-ii
